psnr,ssim,dist
0.026392,0.988360,0.017294
0.023843,0.950942,0.044690
0.017237,0.778129,0.123584
0.015557,0.343668,0.386611
0.024335,0.963942,0.109450
0.036420,0.990240,0.045889
1.000000,1.000000,0.000003
0.037875,0.915964,0.031173
0.024628,0.811833,0.094310
0.093359,0.982049,0.016143
0.072284,0.961784,0.033881
0.041339,0.883527,0.087753
0.039959,0.694772,0.277743
0.036624,0.520132,0.456590
0.255161,0.979744,0.025398
0.217526,0.960359,0.038511
0.189011,0.933250,0.045930
0.171350,0.915186,0.080659
0.159808,0.892140,0.120814
0.093703,0.797971,0.051939
0.080998,0.740009,0.080237
0.085443,0.757763,0.084835
0.083070,0.747071,0.097113
0.063283,0.554853,0.232722
0.073141,0.931479,0.091558
0.046699,0.903611,0.112767
0.043713,0.872737,0.134754
0.035136,0.822269,0.168809
0.029522,0.740501,0.216536
0.287411,0.988257,0.105597
0.248802,0.974873,0.201318
0.225706,0.962053,0.258066
0.210087,0.952715,0.292394
0.198277,0.949941,0.311213
0.060783,0.857735,0.168176
0.046247,0.710654,0.276348
0.040858,0.609028,0.354095
0.034229,0.442240,0.499028
0.028246,0.298088,0.618064
0.031425,0.771176,0.202938
0.025077,0.872467,0.132790
0.015383,0.959419,0.063166
0.015383,0.968018,0.079781
0.027088,0.881488,0.198903
1.000000,1.000000,0.000002
0.142971,0.987001,0.030731
0.094868,0.893197,0.160338
0.076487,0.750662,0.354450
0.049661,0.566751,0.599115
0.110453,0.954291,0.075703
0.089986,0.854671,0.192878
0.072803,0.694961,0.395354
0.063897,0.603369,0.516085
0.055209,0.550656,0.573567
1.000000,1.000000,0.000002
0.126627,0.973986,0.052372
0.099707,0.906684,0.167909
0.086183,0.816677,0.242843
0.073895,0.713796,0.405122
0.130518,0.966500,0.081300
0.031912,0.723728,0.316066
0.021500,0.601222,0.490997
0.021985,0.539170,0.550024
0.021702,0.459193,0.648847
0.176865,0.970437,0.064270
0.163473,0.949704,0.173444
0.156234,0.942090,0.252840
0.150769,0.941038,0.279108
0.148392,0.941534,0.295928
0.065523,0.746080,0.091782
0.062652,0.729822,0.095401
0.055614,0.693218,0.109881
0.037060,0.557799,0.170644
0.025430,0.443171,0.269737
0.051172,0.927859,0.188774
0.044870,0.890740,0.310180
0.043102,0.871475,0.391555
0.047092,0.852118,0.437058
0.021026,0.793355,0.442254
1.000000,1.000000,0.000002
0.047139,0.781854,0.196912
0.031594,0.699405,0.293686
0.021881,0.556113,0.452277
0.020859,0.456094,0.514118
0.148401,0.966322,0.038351
0.093276,0.916058,0.117696
0.079045,0.879791,0.182879
0.058640,0.765386,0.318552
0.040171,0.606338,0.554101
0.088515,0.905260,0.066227
0.084902,0.895680,0.089050
0.076617,0.867240,0.140514
0.045946,0.736484,0.329253
0.036790,0.677693,0.451029
0.065677,0.698208,0.118503
0.047952,0.578367,0.152323
0.041035,0.507969,0.171161
0.034277,0.422674,0.215005
0.027928,0.318782,0.275940
0.108488,0.843119,0.060141
0.050887,0.598146,0.146641
0.038802,0.479973,0.196149
0.030981,0.370006,0.258217
0.027859,0.311230,0.289393
0.427472,0.974673,0.035892
0.330930,0.873829,0.104421
0.291303,0.773234,0.138641
0.250884,0.613100,0.202982
0.226548,0.492445,0.254622
0.123010,0.872253,0.046109
0.058218,0.668481,0.125492
0.046292,0.566676,0.169175
0.036567,0.467285,0.216957
0.029054,0.344238,0.285006
0.061945,0.845904,0.172946
0.057780,0.733034,0.263763
0.046192,0.643738,0.338271
0.036163,0.453528,0.454741
0.030841,0.323329,0.539981
0.016995,0.991607,0.010981
0.019168,0.971011,0.027789
0.018001,0.905659,0.071902
0.009418,0.761255,0.171504
0.028291,0.589392,0.337281
0.104288,0.997624,0.003659
0.020233,0.990159,0.011596
0.022601,0.958417,0.036863
0.016765,0.806548,0.123344
0.013357,0.351111,0.389531
0.024460,0.974543,0.041194
0.034273,0.993160,0.014157
1.000000,1.000000,0.000002
0.032704,0.946364,0.041826
0.018649,0.855995,0.097655
0.095745,0.988712,0.019835
0.063772,0.967651,0.039752
0.039773,0.907992,0.119187
0.044441,0.764041,0.340592
0.033708,0.592976,0.618995
0.272097,0.983816,0.026631
0.229814,0.958547,0.071097
0.205282,0.948437,0.071708
0.198156,0.940417,0.086351
0.172356,0.904468,0.133257
0.111739,0.863646,0.082992
0.100085,0.820693,0.082161
0.104631,0.830695,0.110604
0.100055,0.822157,0.107218
0.078075,0.660634,0.290357
0.073149,0.940915,0.056578
0.046436,0.923733,0.080140
0.041724,0.905661,0.103040
0.035357,0.881052,0.111710
0.026895,0.826663,0.149227
0.294050,0.987121,0.102143
0.248474,0.980434,0.094664
0.224945,0.970120,0.090814
0.214201,0.959335,0.147310
0.200734,0.955724,0.171891
0.068017,0.886394,0.157967
0.055656,0.771899,0.266543
0.049973,0.689239,0.340482
0.041510,0.532328,0.451319
0.032033,0.363586,0.539570
0.031599,0.836049,0.151003
0.024654,0.914165,0.101208
0.016229,0.972954,0.048901
0.016229,0.977473,0.056230
0.028625,0.915115,0.148709
1.000000,1.000000,0.000002
0.152303,0.988109,0.023285
0.100911,0.902359,0.164675
0.080462,0.766677,0.391018
0.057318,0.577848,0.641491
0.118307,0.958514,0.062861
0.095818,0.866616,0.209504
0.076450,0.711757,0.431308
0.065838,0.619308,0.540737
0.058462,0.562151,0.624459
1.000000,1.000000,0.000002
0.136948,0.973825,0.032190
0.106758,0.907499,0.190682
0.094569,0.847050,0.256391
0.077923,0.735838,0.413059
0.096454,0.894020,0.152260
0.017170,0.605383,0.362405
0.017832,0.496494,0.506266
0.017809,0.437275,0.553458
0.017457,0.355069,0.655482
0.199201,0.986423,0.018171
0.173095,0.957450,0.105670
0.157519,0.949848,0.192177
0.154683,0.949345,0.214160
0.150146,0.952111,0.240138
0.066878,0.770398,0.083153
0.062621,0.730569,0.095483
0.047644,0.681467,0.119863
0.036411,0.564053,0.171309
0.024681,0.501660,0.262384
0.043485,0.820812,0.240184
0.037274,0.760119,0.392034
0.046466,0.732614,0.481876
0.051244,0.706811,0.556763
0.024193,0.647314,0.490773
1.000000,1.000000,0.000002
0.039607,0.667641,0.202607
0.013887,0.598369,0.270577
0.017539,0.487636,0.391928
0.017592,0.400474,0.487951
0.131125,0.949974,0.040951
0.086191,0.877491,0.184382
0.073990,0.832996,0.274659
0.053967,0.695492,0.415405
0.040741,0.548077,0.583690
0.082713,0.858800,0.068255
0.080226,0.849128,0.069121
0.072596,0.819318,0.106641
0.043781,0.692351,0.269409
0.029868,0.590784,0.464912
0.065757,0.680119,0.182964
0.048307,0.557659,0.242098
0.041072,0.486951,0.274201
0.034500,0.403852,0.301385
0.028043,0.302294,0.383724
0.108449,0.831875,0.103141
0.051043,0.576308,0.229446
0.038887,0.457843,0.275477
0.031141,0.349354,0.338528
0.027673,0.292163,0.384008
0.427957,0.973539,0.050022
0.333858,0.876667,0.154987
0.292117,0.772411,0.225029
0.250306,0.608791,0.292284
0.228047,0.487589,0.346988
0.133640,0.892287,0.063741
0.064299,0.710914,0.196373
0.052175,0.614213,0.243078
0.040830,0.515036,0.303415
0.031667,0.382182,0.374879
0.064466,0.844171,0.209329
0.047178,0.728947,0.336466
0.046492,0.636709,0.383335
0.036263,0.454629,0.500750
0.031259,0.333426,0.575593
0.013478,0.986269,0.007372
0.018029,0.958064,0.021094
0.016696,0.881559,0.075974
0.012429,0.741241,0.168741
0.021895,0.577236,0.338707
0.106248,0.997305,0.003313
0.021390,0.988715,0.012200
0.020002,0.951806,0.036793
0.015780,0.770198,0.105643
0.012708,0.274701,0.334489
0.025943,0.972401,0.036191
0.035163,0.992152,0.014663
1.000000,1.000000,0.000002
0.028977,0.913721,0.029911
0.015700,0.772236,0.070700
0.101348,0.987277,0.014631
0.064128,0.969797,0.031789
0.037316,0.884763,0.121937
0.035960,0.778686,0.351973
0.028283,0.614812,0.583807
0.278438,0.982875,0.024546
0.232187,0.960608,0.068640
0.217603,0.948676,0.077829
0.199478,0.935092,0.112316
0.193478,0.923563,0.096219
0.117663,0.865588,0.068959
0.110613,0.838116,0.094035
0.115305,0.848380,0.106473
0.106873,0.827756,0.132359
0.086110,0.678911,0.306907
0.077012,0.945644,0.032823
0.050954,0.927349,0.042369
0.044465,0.899700,0.075540
0.035252,0.869810,0.090994
0.027591,0.791417,0.108491
0.285975,0.989856,0.022607
0.249867,0.981582,0.035692
0.227864,0.963570,0.084246
0.205713,0.960251,0.106159
0.198290,0.946190,0.160698
0.072077,0.881390,0.196623
0.060634,0.758735,0.318946
0.055458,0.670483,0.389856
0.046686,0.509008,0.488503
0.036561,0.344867,0.573202
0.033493,0.758941,0.136203
0.028393,0.877050,0.086480
0.018030,0.963472,0.042282
0.018030,0.973911,0.042193
0.027262,0.906878,0.123378
1.000000,1.000000,0.000003
0.231184,0.996316,0.024741
0.171302,0.968947,0.127225
0.133339,0.925813,0.288845
0.077681,0.844318,0.484413
0.195602,0.986253,0.058094
0.164372,0.958170,0.153828
0.127387,0.907930,0.319635
0.100630,0.868140,0.410200
0.082579,0.839166,0.460167
1.000000,1.000000,0.000003
0.217316,0.992582,0.026427
0.174027,0.969991,0.103507
0.158354,0.950076,0.177102
0.130860,0.909212,0.278238
0.191194,0.980096,0.074204
0.019741,0.668737,0.369357
0.018544,0.552090,0.497376
0.022463,0.504925,0.564062
0.024688,0.441127,0.668208
0.244835,0.987619,0.064060
0.225745,0.976928,0.147781
0.216704,0.973533,0.207510
0.210311,0.970807,0.249104
0.206131,0.970755,0.269403
0.074613,0.712516,0.189544
0.058922,0.680480,0.212305
0.059117,0.636992,0.238199
0.041158,0.471355,0.336576
0.039430,0.433785,0.426570
0.054752,0.885438,0.265995
0.039773,0.851654,0.387592
0.039309,0.835186,0.439826
0.043285,0.819368,0.479495
0.024085,0.784781,0.511031
1.000000,1.000000,0.000003
0.032016,0.733624,0.245535
0.019479,0.654457,0.367111
0.017514,0.530021,0.502331
0.019149,0.466276,0.570012
0.313672,0.992794,0.007417
0.246309,0.985864,0.045535
0.208000,0.979406,0.063994
0.138136,0.943034,0.188257
0.092280,0.875537,0.357648
0.145737,0.948180,0.116051
0.139899,0.942140,0.135397
0.125508,0.924972,0.189525
0.063959,0.832001,0.424715
0.044856,0.781075,0.554431
0.066271,0.554891,0.218580
0.048657,0.392997,0.277948
0.041646,0.305787,0.332004
0.034902,0.209591,0.375818
0.028334,0.108163,0.458940
0.108719,0.762290,0.142089
0.051467,0.420395,0.270137
0.039471,0.274594,0.337522
0.031494,0.157584,0.412675
0.028307,0.104581,0.464785
0.431897,0.964124,0.170335
0.334506,0.838306,0.296329
0.295373,0.706921,0.324684
0.252762,0.497723,0.357111
0.229347,0.357128,0.419818
0.131401,0.854643,0.098107
0.062867,0.599421,0.241732
0.048355,0.462787,0.327186
0.037317,0.330818,0.407130
0.028787,0.184271,0.488913
0.100610,0.854645,0.228245
0.076373,0.744988,0.357514
0.060461,0.649768,0.421088
0.041458,0.403170,0.540883
0.033710,0.258390,0.647659
0.013516,0.972827,0.020323
0.013125,0.944818,0.056402
0.006909,0.872633,0.142413
0.004855,0.735915,0.273250
0.022523,0.592235,0.412360
0.101932,0.997481,0.008231
0.017574,0.989325,0.026328
0.028454,0.955265,0.070013
0.016387,0.785515,0.184769
0.022683,0.260472,0.451308
0.025666,0.970901,0.091524
0.030467,0.991740,0.034241
1.000000,1.000000,0.000003
0.030109,0.936083,0.045903
0.025782,0.823241,0.133211
0.113388,0.978064,0.026138
0.065225,0.960190,0.051380
0.065525,0.944796,0.108240
0.046991,0.883793,0.348521
0.042601,0.811470,0.537135
0.294118,0.990159,0.079728
0.259295,0.981416,0.078607
0.236838,0.978780,0.128160
0.221633,0.971579,0.132286
0.217439,0.967451,0.176144
0.179989,0.958890,0.093188
0.159904,0.947079,0.111924
0.163810,0.949075,0.119198
0.163650,0.945315,0.103385
0.127141,0.879616,0.298774
0.076777,0.914699,0.168563
0.058088,0.901366,0.208514
0.039931,0.877169,0.261037
0.041820,0.855351,0.317997
0.030276,0.831770,0.343311
0.288679,0.990751,0.067298
0.249345,0.975177,0.214990
0.230200,0.971317,0.204547
0.208154,0.960508,0.250061
0.198128,0.945599,0.304928
0.133845,0.959252,0.178447
0.114708,0.908652,0.283118
0.102912,0.862360,0.350789
0.079137,0.733435,0.469160
0.052760,0.510192,0.573056
0.030746,0.805156,0.211024
0.024661,0.896949,0.133866
0.019773,0.968620,0.064761
0.019773,0.978585,0.089018
0.030618,0.928828,0.207010
1.000000,1.000000,0.000003
0.110245,0.975838,0.051544
0.076479,0.817050,0.220129
0.068594,0.657761,0.388315
0.061037,0.512849,0.532705
0.085723,0.910886,0.113334
0.073605,0.755683,0.256966
0.067337,0.606023,0.412322
0.063784,0.541921,0.479442
0.059840,0.497637,0.517927
1.000000,1.000000,0.000003
0.093436,0.944802,0.081550
0.080053,0.841050,0.223501
0.074363,0.774538,0.332901
0.070184,0.680917,0.409423
0.153555,0.978508,0.116649
0.040993,0.683159,0.322900
0.021326,0.524200,0.476481
0.020449,0.430192,0.542339
0.021644,0.323585,0.653892
0.151797,0.962361,0.074947
0.140832,0.917944,0.261778
0.139082,0.914695,0.329670
0.137797,0.915267,0.361164
0.136694,0.914599,0.368300
0.089740,0.830964,0.108343
0.080463,0.811844,0.123060
0.070846,0.778506,0.145729
0.045449,0.594223,0.210214
0.036701,0.518423,0.279537
0.052464,0.808647,0.274823
0.048078,0.772201,0.386163
0.053888,0.756306,0.432838
0.051325,0.741950,0.481979
0.028247,0.706515,0.459705
1.000000,1.000000,0.000003
0.051983,0.725888,0.192277
0.040511,0.668820,0.298531
0.023404,0.510174,0.476447
0.025171,0.409418,0.548870
0.114965,0.970245,0.055872
0.082075,0.917329,0.130246
0.074613,0.871828,0.217612
0.064989,0.746854,0.334368
0.050485,0.588959,0.570466
0.080423,0.910596,0.081933
0.078434,0.900221,0.097102
0.072311,0.863276,0.163798
0.047365,0.716729,0.333303
0.033764,0.576476,0.444648
0.067247,0.701235,0.137969
0.049863,0.593134,0.157135
0.042743,0.531748,0.184761
0.036095,0.456618,0.208981
0.029637,0.359016,0.270789
0.109656,0.837331,0.085970
0.052760,0.610770,0.169525
0.040703,0.504613,0.190608
0.032761,0.404357,0.249622
0.029584,0.347194,0.299821
0.427394,0.975517,0.082281
0.333316,0.889272,0.152647
0.291384,0.795517,0.189880
0.250327,0.648027,0.253202
0.228270,0.536714,0.288960
0.153091,0.943230,0.031239
0.085957,0.829957,0.104876
0.069250,0.760389,0.142803
0.056832,0.682420,0.184918
0.044939,0.567199,0.250645
0.057011,0.786164,0.266382
0.039941,0.652969,0.377564
0.033227,0.541392,0.420609
0.030587,0.396964,0.515674
0.025322,0.281578,0.548813
0.036666,0.972125,0.019745
0.021996,0.928347,0.052382
0.018186,0.828662,0.117998
0.013102,0.665752,0.225575
0.023814,0.489924,0.354576
0.122831,0.996170,0.007644
0.039264,0.984693,0.020982
0.032384,0.934315,0.071171
0.021888,0.682451,0.206656
0.016958,0.151999,0.541960
0.040905,0.971644,0.082824
0.061124,0.991733,0.041199
1.000000,1.000000,0.000003
0.025435,0.766736,0.083915
0.024198,0.614100,0.192713
0.056145,0.944988,0.028422
0.041726,0.893516,0.070513
0.027452,0.792389,0.141807
0.025180,0.617178,0.306400
0.030701,0.505109,0.453510
0.279386,0.985493,0.021927
0.231845,0.967079,0.033861
0.200882,0.944695,0.065694
0.198317,0.940814,0.049372
0.185771,0.929022,0.061246
0.091472,0.769828,0.076671
0.082465,0.724470,0.103628
0.088457,0.752484,0.130279
0.086165,0.739768,0.131522
0.071755,0.588854,0.327480
0.066774,0.830745,0.116978
0.044247,0.814144,0.134900
0.042511,0.790706,0.162478
0.032894,0.759271,0.196974
0.028986,0.744951,0.242453
0.284638,0.989048,0.140825
0.250346,0.975390,0.222151
0.225776,0.967642,0.216975
0.214025,0.958782,0.356442
0.197441,0.939313,0.374590
0.070615,0.900223,0.233160
0.063514,0.800804,0.347301
0.060102,0.728881,0.413173
0.051602,0.588608,0.504018
0.039563,0.424113,0.569753
0.030029,0.609196,0.303657
0.026247,0.752958,0.200662
0.023383,0.930763,0.097026
0.023383,0.962349,0.084517
0.026256,0.881196,0.187125
1.000000,1.000000,0.000003
0.109051,0.962947,0.033534
0.053195,0.717055,0.189636
0.041580,0.451505,0.427946
0.033070,0.217497,0.671103
0.069193,0.866937,0.087641
0.048239,0.618445,0.232677
0.039271,0.362474,0.480942
0.035745,0.254095,0.585888
0.033542,0.198888,0.646113
1.000000,1.000000,0.000003
0.082420,0.918253,0.071894
0.057714,0.769280,0.232650
0.046515,0.581083,0.318670
0.041599,0.470005,0.525640
0.161169,0.986239,0.162052
0.056175,0.806681,0.405346
0.042230,0.671646,0.539559
0.034903,0.642571,0.566672
0.026208,0.589502,0.599982
0.145159,0.961554,0.040159
0.129338,0.921708,0.211733
0.123702,0.911798,0.316742
0.120888,0.908293,0.356147
0.118285,0.909204,0.374588
0.066924,0.899183,0.066288
0.058651,0.866828,0.071952
0.051613,0.839926,0.096268
0.037053,0.747059,0.216115
0.034418,0.738592,0.411471
0.073414,0.975996,0.221150
0.063992,0.962525,0.345990
0.064477,0.955061,0.409504
0.060485,0.947543,0.446914
0.026765,0.878307,0.419181
1.000000,1.000000,0.000003
0.067488,0.931939,0.190742
0.054911,0.792640,0.340127
0.039240,0.623879,0.476387
0.030124,0.530133,0.545034
0.073492,0.898685,0.078262
0.051214,0.769665,0.178967
0.046870,0.699977,0.250030
0.039041,0.488210,0.418924
0.033611,0.274756,0.613728
0.057542,0.843979,0.099882
0.055012,0.826266,0.093496
0.049836,0.777789,0.147257
0.036911,0.558106,0.391023
0.031360,0.405993,0.588610
0.066175,0.881311,0.050144
0.048456,0.800216,0.075321
0.041330,0.738413,0.109911
0.034646,0.645786,0.164950
0.028152,0.500165,0.245183
0.108676,0.947277,0.017101
0.051341,0.811461,0.075946
0.039223,0.703149,0.122780
0.031238,0.569365,0.183719
0.028054,0.482592,0.251103
0.425339,0.983280,0.013415
0.333490,0.923344,0.069059
0.290992,0.850645,0.114847
0.249783,0.726473,0.193370
0.226387,0.630003,0.244019
0.135333,0.971666,0.013835
0.068137,0.898413,0.044966
0.052721,0.835359,0.074570
0.041926,0.744934,0.115686
0.032480,0.582699,0.211768
0.042007,0.680163,0.237304
0.032479,0.519220,0.341193
0.032300,0.464039,0.375058
0.028669,0.380461,0.452348
0.027710,0.321136,0.517443
0.024382,0.989589,0.010024
0.020890,0.963226,0.029946
0.017528,0.879218,0.088567
0.011769,0.694484,0.186255
0.028682,0.451116,0.333533
0.108072,0.996911,0.004475
0.024058,0.986978,0.014054
0.022870,0.944092,0.044406
0.017233,0.741478,0.149768
0.014150,0.213614,0.504115
0.025611,0.966182,0.058452
0.043461,0.991807,0.020505
1.000000,1.000000,0.000003
0.026013,0.913313,0.054692
0.021766,0.788509,0.123540
0.048508,0.961171,0.044274
0.040589,0.922763,0.068086
0.031736,0.784782,0.150272
0.026982,0.472446,0.358757
0.026230,0.274473,0.576760
0.245309,0.973880,0.025642
0.206888,0.948148,0.060027
0.181633,0.921552,0.066102
0.167911,0.905177,0.078714
0.154389,0.877712,0.096989
0.065106,0.653588,0.071572
0.061165,0.626821,0.103920
0.064990,0.650734,0.108611
0.055859,0.584519,0.126976
0.040376,0.340298,0.407042
0.072625,0.955911,0.017759
0.047959,0.935767,0.033619
0.042112,0.911564,0.052515
0.035210,0.868602,0.083917
0.028579,0.794023,0.136914
0.289327,0.987082,0.094344
0.249681,0.977311,0.139980
0.226652,0.965960,0.153845
0.211268,0.954029,0.226996
0.197394,0.932775,0.285543
0.038282,0.816218,0.157918
0.027175,0.635259,0.258511
0.023959,0.520600,0.330281
0.021795,0.360525,0.479821
0.020954,0.262966,0.613283
0.030486,0.752002,0.180649
0.025109,0.865743,0.121039
0.016907,0.957974,0.056730
0.016907,0.964131,0.066121
0.026583,0.859136,0.178044
1.000000,1.000000,0.000004
0.164670,0.991540,0.023389
0.080370,0.938564,0.140061
0.044089,0.865387,0.329840
0.030413,0.750362,0.629442
0.116281,0.971724,0.058043
0.069123,0.916257,0.173149
0.043580,0.836290,0.376185
0.038433,0.782179,0.509950
0.035095,0.743628,0.598384
1.000000,1.000000,0.000004
0.130104,0.981745,0.043248
0.085397,0.938935,0.122153
0.071174,0.903197,0.196021
0.051289,0.849652,0.324901
0.172228,0.975084,0.077453
0.019830,0.332364,0.590994
0.018224,0.278345,0.733485
0.018502,0.266741,0.742223
0.017873,0.250640,0.751205
0.223441,0.987762,0.021840
0.204487,0.969852,0.108431
0.194824,0.963096,0.174016
0.191504,0.963882,0.186109
0.192867,0.964396,0.172714
0.037355,0.637118,0.124004
0.029528,0.585521,0.144336
0.029707,0.553434,0.166583
0.028702,0.448538,0.243591
0.029084,0.336750,0.396103
0.040416,0.865937,0.307493
0.041918,0.822198,0.445709
0.040042,0.801295,0.532737
0.038080,0.781725,0.608445
0.018393,0.753291,0.522294
1.000000,1.000000,0.000004
0.025824,0.431592,0.407169
0.020915,0.330849,0.526011
0.019089,0.282476,0.629668
0.018943,0.264834,0.649829
0.238651,0.978892,0.013013
0.164468,0.953810,0.048828
0.135697,0.934709,0.069362
0.098911,0.865430,0.185025
0.071140,0.756358,0.472083
0.119659,0.913333,0.047756
0.114568,0.902877,0.046185
0.102049,0.873391,0.079053
0.056024,0.701600,0.499609
0.032036,0.574079,0.774030
0.065780,0.615793,0.141222
0.048313,0.457258,0.217218
0.041133,0.368157,0.257216
0.034532,0.265568,0.321356
0.028091,0.153429,0.396627
0.108757,0.802838,0.056793
0.051018,0.483889,0.204453
0.039053,0.335136,0.287272
0.031176,0.208318,0.351222
0.027852,0.147261,0.395824
0.428553,0.970016,0.036795
0.331916,0.851315,0.156205
0.292659,0.724329,0.239587
0.250810,0.526824,0.329729
0.227023,0.392630,0.379951
0.161019,0.911598,0.029460
