psnr,ssim,dist
0.155388,0.925447,0.303309
0.088380,0.799897,0.135130
0.080125,0.771488,0.158720
0.071869,0.731304,0.193436
0.058143,0.684174,0.238057
0.046066,0.609337,0.313558
0.038536,0.861224,0.252669
0.038240,0.814903,0.407704
0.047374,0.793882,0.473456
0.042330,0.774555,0.512905
0.021104,0.751670,0.484073
1.000000,1.000000,0.000003
0.025932,0.446247,0.321259
0.020182,0.281427,0.510099
0.022933,0.257319,0.570175
0.017073,0.248141,0.585011
0.181684,0.975427,0.021310
0.118035,0.929667,0.076824
0.103061,0.892385,0.139284
0.081018,0.769920,0.318527
0.064093,0.597365,0.483615
0.100429,0.893983,0.084735
0.096905,0.882899,0.109905
0.087836,0.847663,0.178641
0.055146,0.673729,0.492044
0.031588,0.507012,0.610146
0.066073,0.659835,0.190732
0.048604,0.525987,0.255484
0.041547,0.444414,0.297973
0.034916,0.346722,0.338688
0.028499,0.227197,0.397566
0.108917,0.822343,0.126076
0.051252,0.545999,0.240279
0.039271,0.411535,0.302945
0.031577,0.285570,0.362498
0.028129,0.217934,0.419148
0.423720,0.973387,0.144439
0.331539,0.876870,0.305109
0.289705,0.770102,0.341068
0.248799,0.599284,0.387960
0.224018,0.465784,0.434224
0.156613,0.958660,0.028520
0.089960,0.845127,0.133801
0.072615,0.752559,0.207464
0.057359,0.635199,0.282322
0.042343,0.455722,0.387643
0.074471,0.767603,0.269000
0.060245,0.630936,0.388813
0.050263,0.547575,0.442382
0.031562,0.396518,0.544583
0.026958,0.278353,0.605529
0.036555,0.984244,0.015307
0.017591,0.949082,0.046120
0.014841,0.850324,0.124243
0.016151,0.641235,0.273988
0.018008,0.418527,0.428176
0.123851,0.996080,0.005618
0.040684,0.983968,0.020767
0.022739,0.930215,0.064671
0.015057,0.661666,0.201438
0.015818,0.136766,0.588578
0.037578,0.975007,0.072880
0.064678,0.993398,0.021736
1.000000,1.000000,0.000003
0.032946,0.768804,0.055828
0.019904,0.523450,0.152290
0.076812,0.962193,0.018669
0.082276,0.954871,0.026486
0.034689,0.853193,0.116042
0.029393,0.693069,0.360975
0.026760,0.545692,0.482561
0.270375,0.982010,0.031728
0.235638,0.966072,0.050348
0.206315,0.946034,0.088764
0.192126,0.931367,0.147313
0.181978,0.917872,0.176201
0.114235,0.848745,0.116340
0.111887,0.836175,0.144941
0.115644,0.847302,0.164329
0.107066,0.820947,0.128886
0.086620,0.666917,0.389322
0.072710,0.886829,0.240834
0.051266,0.852011,0.289479
0.040321,0.806705,0.335193
0.034099,0.744855,0.341763
0.026988,0.583225,0.384972
0.288243,0.987759,0.185170
0.247199,0.973646,0.278535
0.233604,0.967661,0.245845
0.207380,0.949410,0.299195
0.196745,0.944363,0.383075
0.083493,0.892222,0.185642
0.067872,0.785789,0.310057
0.061923,0.711725,0.385563
0.052993,0.572395,0.501109
0.040356,0.400153,0.581856
0.029400,0.519956,0.245880
0.021918,0.737837,0.156598
0.006738,0.926461,0.074244
0.006738,0.958637,0.085358
0.023836,0.868750,0.210662
1.000000,1.000000,0.000003
0.246085,0.995991,0.015570
0.131028,0.966272,0.118717
0.079802,0.873305,0.280972
0.041359,0.646698,0.545378
0.185592,0.988285,0.042985
0.119408,0.951497,0.149234
0.075064,0.826359,0.329477
0.056477,0.708022,0.442286
0.046546,0.623090,0.514291
1.000000,1.000000,0.000003
0.223325,0.992989,0.035319
0.141109,0.968546,0.099423
0.113244,0.924446,0.177272
0.080655,0.832954,0.313971
0.187669,0.986238,0.054978
0.034338,0.707590,0.442112
0.024464,0.510962,0.608506
0.023435,0.433830,0.654515
0.021232,0.356666,0.696682
0.225568,0.992766,0.050333
0.192892,0.973900,0.198507
0.176455,0.963177,0.321487
0.169827,0.960165,0.340550
0.164173,0.959072,0.406842
0.055072,0.817201,0.078729
0.061892,0.784570,0.106412
0.037435,0.701460,0.141804
0.034323,0.614385,0.216035
0.027964,0.398341,0.306449
0.052027,0.947554,0.238603
0.045815,0.918082,0.332056
0.046801,0.902091,0.390322
0.047947,0.886144,0.442362
0.017985,0.830469,0.483069
1.000000,1.000000,0.000003
0.042861,0.813221,0.233913
0.035066,0.659570,0.408945
0.025237,0.420105,0.582543
0.022930,0.329989,0.671772
0.242332,0.987262,0.006206
0.165359,0.965213,0.034475
0.134445,0.945201,0.083890
0.082043,0.855413,0.294559
0.052544,0.676623,0.514647
0.124089,0.939673,0.073582
0.116990,0.931740,0.089483
0.098908,0.905173,0.133485
0.054280,0.753216,0.386582
0.036936,0.624573,0.578400
0.065579,0.703558,0.082915
0.047802,0.565236,0.143538
0.040672,0.478246,0.195259
0.034140,0.369856,0.246246
0.027607,0.236153,0.351590
0.108181,0.851829,0.036652
0.050643,0.585475,0.134852
0.038639,0.441629,0.215073
0.030682,0.302376,0.302691
0.027394,0.229556,0.356339
0.425665,0.972158,0.019726
0.330616,0.859824,0.092644
0.291203,0.750205,0.164291
0.248724,0.569456,0.254874
0.226285,0.446254,0.339562
0.131774,0.901673,0.023660
0.058949,0.701330,0.111374
0.044094,0.577769,0.172110
0.034561,0.443405,0.262035
0.026577,0.272332,0.393176
0.077977,0.830961,0.184069
0.060858,0.719313,0.307921
0.048716,0.630224,0.391993
0.038480,0.443943,0.496414
0.032274,0.312523,0.595749
0.011043,0.991609,0.008567
0.016751,0.971275,0.027691
0.017671,0.906062,0.076721
0.008837,0.767417,0.225396
0.030332,0.528929,0.445090
0.095915,0.997539,0.004409
0.011646,0.989894,0.017709
0.018726,0.957503,0.050036
0.015349,0.798394,0.150550
0.012475,0.264530,0.462005
0.018754,0.974211,0.057081
0.025795,0.993131,0.016327
1.000000,1.000000,0.000003
0.023970,0.962400,0.032813
0.017115,0.866913,0.110286
0.193807,0.995430,0.004097
0.088388,0.982722,0.017954
0.091442,0.960541,0.064229
0.054033,0.853706,0.274446
0.044788,0.679903,0.508424
0.261442,0.978873,0.050167
0.217307,0.961750,0.048513
0.201502,0.947090,0.078765
0.181199,0.924853,0.079363
0.169943,0.910272,0.135142
0.124628,0.925463,0.050554
0.120311,0.917579,0.067138
0.124333,0.922119,0.060388
0.112601,0.901269,0.060697
0.082374,0.760039,0.293113
0.074637,0.934057,0.035134
0.061824,0.920130,0.080177
0.047645,0.897407,0.122936
0.041796,0.853997,0.167259
0.029453,0.756110,0.255742
0.287018,0.990126,0.048954
0.248261,0.979960,0.143475
0.221483,0.964447,0.164941
0.207769,0.958620,0.197069
0.193843,0.940816,0.232941
0.074879,0.900766,0.163898
0.049585,0.757921,0.293325
0.040154,0.637611,0.384583
0.029733,0.412915,0.531867
0.024647,0.232985,0.663183
0.029884,0.827169,0.195098
0.024724,0.912883,0.121223
0.021695,0.971639,0.060271
0.021695,0.971827,0.085740
0.024972,0.885262,0.247929
1.000000,1.000000,0.000003
0.160312,0.986318,0.026740
0.092740,0.882324,0.160686
0.066177,0.711799,0.355300
0.043375,0.456357,0.602285
0.118128,0.951927,0.067890
0.085196,0.838192,0.202767
0.061090,0.641404,0.394436
0.049408,0.511608,0.515488
0.043171,0.432221,0.589286
1.000000,1.000000,0.000003
0.141669,0.973220,0.054911
0.094065,0.881998,0.134968
0.079200,0.806077,0.272812
0.061848,0.672414,0.400512
0.138213,0.966974,0.086185
0.026304,0.732655,0.368913
0.021290,0.491773,0.522340
0.019374,0.432472,0.566603
0.018222,0.371351,0.592841
0.179110,0.971196,0.053106
0.166775,0.957004,0.128633
0.156095,0.948043,0.199187
0.148924,0.939317,0.264835
0.143697,0.940734,0.287926
0.051434,0.739860,0.120824
0.048578,0.711888,0.131680
0.039303,0.673604,0.178948
0.029750,0.515724,0.235042
0.023019,0.370602,0.325701
0.056145,0.956852,0.168516
0.046888,0.930178,0.291677
0.047252,0.915671,0.341790
0.046306,0.900731,0.369591
0.025044,0.848521,0.385303
1.000000,1.000000,0.000003
0.042706,0.842594,0.170987
0.026721,0.672327,0.335143
0.022198,0.412520,0.530834
0.019779,0.334975,0.569840
0.145276,0.963795,0.023905
0.090385,0.903584,0.094270
0.076337,0.859819,0.144225
0.053713,0.702933,0.336889
0.039461,0.517269,0.539246
0.086116,0.899093,0.064990
0.081696,0.887127,0.084231
0.071054,0.851465,0.125951
0.043492,0.669491,0.363100
0.033535,0.544239,0.496562
0.065781,0.782634,0.077195
0.047840,0.667695,0.122279
0.041074,0.591619,0.166056
0.034248,0.489296,0.209231
0.027799,0.350100,0.299734
0.108379,0.895560,0.040629
0.050836,0.684593,0.114176
0.038779,0.555450,0.183912
0.031006,0.417830,0.269399
0.027602,0.338300,0.321682
0.423028,0.975591,0.028265
0.334442,0.891796,0.086823
0.291993,0.800353,0.153480
0.250483,0.643394,0.228867
0.227562,0.536287,0.286334
0.122627,0.906513,0.034911
0.056750,0.738524,0.107860
0.043595,0.637759,0.150651
0.034144,0.524749,0.208900
0.026653,0.364584,0.318035
0.064002,0.796160,0.165153
0.047136,0.675497,0.269453
0.038385,0.597329,0.307869
0.031629,0.442080,0.472494
0.030625,0.330343,0.603816
0.017755,0.991724,0.011067
0.017888,0.970747,0.029432
0.015144,0.901566,0.084544
0.011420,0.738056,0.207599
0.028821,0.518449,0.396951
0.101066,0.997536,0.005186
0.016959,0.989958,0.015012
0.020407,0.957993,0.038740
0.016273,0.805696,0.113939
0.012865,0.317703,0.355197
0.020107,0.965205,0.074332
0.032817,0.990820,0.028931
1.000000,1.000000,0.000003
0.029894,0.970532,0.029872
0.019510,0.886235,0.085502
0.139905,0.992948,0.010506
0.051979,0.967773,0.041057
0.056938,0.917553,0.106264
0.049346,0.732898,0.313450
0.036558,0.518784,0.562767
0.250300,0.977448,0.035151
0.213418,0.954692,0.070583
0.188237,0.933435,0.079689
0.173670,0.916493,0.077376
0.157385,0.887001,0.094724
0.090259,0.803840,0.059874
0.083266,0.774278,0.094796
0.089223,0.802793,0.089373
0.082558,0.775946,0.089799
0.060883,0.580774,0.304244
0.074203,0.946429,0.042132
0.052380,0.927630,0.067628
0.041981,0.903920,0.087707
0.039241,0.864559,0.098491
0.028690,0.791285,0.166458
0.288325,0.988577,0.061351
0.247128,0.981604,0.082425
0.226030,0.964473,0.144397
0.209418,0.958300,0.129041
0.196451,0.950379,0.221867
0.056599,0.863357,0.154539
0.039061,0.702510,0.242595
0.032379,0.584949,0.300434
0.025285,0.390165,0.403506
0.022199,0.245254,0.525701
0.031980,0.841614,0.161066
0.024996,0.921094,0.102023
0.015898,0.973827,0.048760
0.015898,0.972498,0.054515
0.027552,0.885754,0.170718
1.000000,1.000000,0.000003
0.154903,0.987309,0.023908
0.094034,0.895010,0.152533
0.064347,0.720165,0.413411
0.037083,0.410686,0.676104
0.117977,0.956293,0.061414
0.086408,0.854997,0.194639
0.058801,0.646490,0.467876
0.045537,0.494975,0.584101
0.038206,0.393051,0.663541
1.000000,1.000000,0.000003
0.130097,0.970950,0.044920
0.098400,0.903848,0.130837
0.081496,0.829078,0.267776
0.061176,0.690400,0.413877
0.094779,0.873165,0.112506
0.031638,0.565202,0.484845
0.028063,0.422692,0.616582
0.027239,0.379360,0.636968
0.026704,0.318607,0.662819
0.198039,0.984593,0.016477
0.172469,0.963957,0.105972
0.159051,0.953084,0.148287
0.151305,0.949795,0.187670
0.144318,0.949402,0.199742
0.053677,0.756859,0.079931
0.049858,0.721252,0.105322
0.042857,0.665336,0.153918
0.034874,0.548306,0.246381
0.027975,0.435759,0.328192
0.048079,0.754941,0.343374
0.044481,0.712900,0.514923
0.046278,0.692666,0.595872
0.045280,0.673007,0.641335
0.022118,0.584846,0.625155
1.000000,1.000000,0.000003
0.039368,0.662382,0.266210
0.031537,0.516245,0.436267
0.028688,0.334819,0.596287
0.027477,0.265775,0.656876
0.106187,0.927348,0.016721
0.072041,0.840322,0.105205
0.062369,0.787038,0.159416
0.044658,0.610531,0.364618
0.034383,0.403956,0.633762
0.076375,0.850920,0.051170
0.072871,0.837294,0.058215
0.064303,0.799791,0.088671
0.041874,0.619233,0.310149
0.035593,0.497473,0.548633
0.069577,0.818299,0.058250
0.051908,0.715113,0.106216
0.044921,0.643202,0.144702
0.038379,0.548790,0.213885
0.031861,0.413242,0.316398
0.113532,0.912976,0.016154
0.055334,0.728478,0.091736
0.043174,0.610134,0.171292
0.035174,0.478788,0.253072
0.031857,0.403251,0.330182
0.434652,0.979684,0.016173
0.340091,0.906976,0.078054
0.297987,0.827133,0.141763
0.256789,0.689473,0.239475
0.232114,0.579194,0.301076
0.123929,0.944785,0.016695
0.065601,0.826767,0.082325
0.054743,0.748864,0.160201
0.045871,0.659024,0.253023
0.038525,0.532654,0.384231
0.042445,0.734624,0.156332
0.035869,0.627392,0.223312
0.033177,0.560082,0.308458
0.028102,0.449580,0.425435
0.024724,0.368030,0.551470
0.029522,0.938922,0.014148
0.015037,0.890700,0.041814
0.016684,0.788148,0.126893
0.013986,0.591059,0.286200
0.021261,0.383781,0.456380
0.120416,0.997036,0.005763
0.036288,0.987187,0.018706
0.031843,0.945972,0.058823
0.025233,0.759137,0.165326
0.021835,0.356565,0.392535
0.033882,0.949999,0.061748
0.044566,0.988491,0.018369
1.000000,1.000000,0.000003
0.044225,0.863476,0.038285
0.032005,0.769321,0.093646
0.051665,0.885206,0.034242
0.034364,0.852918,0.062581
0.035797,0.768884,0.151248
0.028613,0.615738,0.437335
0.026493,0.403449,0.663596
0.252986,0.977658,0.022087
0.208386,0.943816,0.056937
0.189273,0.928933,0.066815
0.171510,0.907493,0.081892
0.159837,0.887077,0.103015
0.090161,0.819900,0.093733
0.087543,0.816649,0.144838
0.092314,0.831524,0.135182
0.081229,0.785175,0.153926
0.058296,0.578504,0.392082
0.078249,0.922260,0.014858
0.054648,0.902157,0.025510
0.050152,0.870206,0.036961
0.041521,0.828969,0.056209
0.035912,0.749096,0.109593
0.285701,0.987694,0.050820
0.252057,0.972805,0.107184
0.231161,0.963565,0.119058
0.208269,0.947627,0.154268
0.198231,0.939637,0.201681
0.052721,0.814606,0.163378
0.036577,0.655558,0.286709
0.031365,0.546248,0.363235
0.026834,0.371242,0.486858
0.025594,0.246377,0.607628
0.038039,0.723422,0.169431
0.032680,0.825894,0.105562
0.024544,0.943536,0.048390
0.024544,0.959708,0.068940
0.034325,0.859938,0.226232
1.000000,1.000000,0.000003
0.241149,0.995209,0.021341
0.144469,0.957787,0.118135
0.098902,0.872305,0.279572
0.061406,0.676080,0.497392
0.185720,0.983744,0.051493
0.132873,0.941149,0.148632
0.091100,0.834280,0.307356
0.072974,0.741045,0.405004
0.063249,0.667132,0.468945
1.000000,1.000000,0.000003
0.205871,0.989816,0.039284
0.146866,0.958018,0.102842
0.125560,0.928815,0.199379
0.092120,0.843922,0.290551
0.146059,0.954534,0.108726
0.030580,0.623329,0.473310
0.023986,0.409172,0.642849
0.023299,0.331662,0.679901
0.021757,0.246643,0.720045
0.210738,0.987801,0.037180
0.186920,0.973470,0.105243
0.169206,0.959733,0.192700
0.156758,0.948528,0.255604
0.149575,0.947287,0.283794
0.065378,0.717036,0.150340
0.057523,0.690091,0.164062
0.050514,0.644170,0.208530
0.038931,0.521747,0.269840
0.028876,0.361638,0.348367
0.053879,0.859444,0.362504
0.050259,0.819991,0.510806
0.051921,0.800527,0.557124
0.050671,0.781911,0.579274
0.029295,0.733832,0.580557
1.000000,1.000000,0.000003
0.041982,0.717869,0.325020
0.029994,0.608366,0.460502
0.024794,0.366227,0.635563
0.023197,0.258865,0.701796
0.221353,0.983086,0.020815
0.152671,0.952793,0.063117
0.127015,0.929630,0.105965
0.085176,0.842851,0.284015
0.054942,0.695689,0.471894
0.114266,0.915209,0.081877
0.108525,0.905692,0.094091
0.093569,0.875642,0.158090
0.054010,0.734188,0.402877
0.038393,0.622470,0.606339
0.067230,0.695061,0.129726
0.049574,0.561332,0.193484
0.042544,0.478477,0.244305
0.035786,0.376241,0.294933
0.029446,0.249785,0.387481
0.110321,0.845208,0.068771
0.052459,0.581696,0.178102
0.040386,0.443725,0.253229
0.032568,0.311475,0.346084
0.029179,0.240536,0.383085
0.431568,0.977345,0.080192
0.333066,0.881442,0.172564
0.292638,0.778289,0.227418
0.250544,0.604427,0.296170
0.228018,0.485165,0.359767
0.133351,0.917969,0.038069
0.073206,0.772622,0.134668
0.060156,0.683389,0.212688
0.049771,0.580488,0.301679
0.039465,0.431070,0.402789
0.074664,0.820779,0.206649
0.048687,0.707051,0.272106
0.040749,0.639326,0.319054
0.036620,0.484362,0.456796
0.028867,0.358108,0.573619
0.034745,0.976495,0.021373
0.019291,0.941601,0.056204
0.014861,0.852130,0.147162
0.013646,0.688200,0.283158
0.020918,0.499164,0.453414
0.121323,0.996579,0.008978
0.037581,0.985823,0.023538
0.026853,0.938896,0.063253
0.018384,0.711171,0.168384
0.016607,0.242605,0.431843
0.036790,0.961679,0.094743
0.051437,0.988283,0.040522
1.000000,1.000000,0.000003
0.031088,0.790264,0.046593
0.024445,0.629268,0.115114
0.097449,0.962266,0.017388
0.051818,0.937227,0.035570
0.031971,0.850245,0.113210
0.032143,0.798288,0.309783
0.030017,0.647886,0.513460
0.261223,0.981208,0.054989
0.216696,0.958633,0.080467
0.203235,0.953861,0.071573
0.182964,0.935995,0.110558
0.171044,0.923186,0.142566
0.120257,0.914145,0.056248
0.113439,0.902005,0.093035
0.118206,0.909017,0.082970
0.110767,0.895588,0.074118
0.082598,0.766928,0.271062
0.073010,0.904383,0.103100
0.044182,0.857047,0.131483
0.043546,0.808624,0.145809
0.031642,0.739519,0.174082
0.028580,0.664090,0.231860
0.288370,0.987969,0.075637
0.246369,0.973834,0.138219
0.229177,0.964697,0.159300
0.206981,0.950338,0.249841
0.196587,0.942327,0.243727
0.082345,0.904516,0.167775
0.058895,0.782283,0.268445
0.049758,0.682529,0.334623
0.039538,0.493206,0.443048
0.032929,0.319136,0.553600
0.029501,0.600899,0.205754
0.025379,0.768541,0.135575
0.018838,0.931744,0.069502
0.018838,0.958169,0.095213
0.026128,0.860855,0.263637
1.000000,1.000000,0.000002
0.165267,0.990080,0.056129
0.092854,0.930406,0.189525
0.075652,0.862418,0.313968
0.066058,0.778804,0.483677
0.128225,0.965857,0.106878
0.094538,0.906329,0.216183
0.078913,0.837709,0.335661
0.073174,0.799233,0.410750
0.068924,0.773938,0.460923
1.000000,1.000000,0.000002
0.155348,0.979987,0.071710
0.118868,0.940846,0.164829
0.116528,0.899711,0.258600
0.102684,0.852233,0.351734
0.211620,0.988700,0.072656
0.016762,0.662340,0.404084
0.016223,0.413065,0.585447
0.016771,0.330527,0.618851
0.018459,0.214011,0.695187
0.215794,0.986815,0.050500
0.206662,0.974085,0.149241
0.196805,0.966666,0.227271
0.194252,0.965708,0.237295
0.191227,0.966559,0.252919
0.046253,0.677002,0.188982
0.045594,0.654462,0.208493
0.045041,0.610802,0.245312
0.035518,0.517048,0.329195
0.033221,0.478271,0.435173
0.040559,0.931389,0.243087
0.037648,0.899978,0.342292
0.042736,0.884126,0.378295
0.039102,0.868973,0.402598
0.018645,0.852546,0.411691
1.000000,1.000000,0.000002
0.026558,0.831882,0.242831
0.018302,0.648245,0.404753
0.016986,0.376676,0.599364
0.017908,0.258441,0.669208
0.260694,0.988558,0.024218
0.172579,0.972768,0.094254
0.142312,0.957190,0.140388
0.105763,0.890329,0.305810
0.078092,0.800521,0.480033
0.123479,0.930091,0.109373
0.119185,0.921780,0.119266
0.106545,0.892978,0.197674
0.054876,0.742078,0.540353
0.037247,0.656430,0.661125
0.065835,0.611800,0.216615
0.048072,0.459724,0.282778
0.040926,0.373922,0.327803
0.034306,0.275515,0.397980
0.027801,0.165269,0.485650
0.108324,0.796163,0.136487
0.050710,0.483746,0.268770
0.038639,0.341957,0.355937
0.030809,0.218756,0.432233
0.027554,0.160641,0.488795
0.428236,0.969047,0.157172
0.326614,0.851737,0.317192
0.289688,0.731536,0.355068
0.248110,0.544591,0.421380
0.224397,0.401553,0.487569
0.125549,0.845575,0.110926
0.063675,0.625408,0.246538
0.049995,0.513190,0.319190
0.039321,0.399463,0.391031
0.030054,0.258570,0.497708
0.082327,0.835743,0.306262
0.070904,0.728122,0.405444
0.052492,0.639719,0.450071
0.041130,0.432665,0.609368
0.032344,0.290519,0.723707
0.026326,0.990688,0.013301
0.018756,0.968861,0.041546
0.014777,0.902582,0.114209
0.013127,0.777924,0.261197
0.022911,0.621759,0.398219
0.110014,0.997167,0.005493
0.026355,0.988682,0.022809
0.022376,0.952053,0.057864
0.015291,0.771474,0.157154
0.014301,0.293093,0.440710
0.023890,0.975750,0.081390
0.038664,0.993264,0.028374
1.000000,1.000000,0.000002
0.034714,0.915757,0.062812
0.023093,0.768146,0.150353
0.134275,0.990853,0.011477
0.055120,0.967821,0.051279
0.036075,0.923151,0.117717
0.038169,0.847575,0.273662
0.040408,0.753347,0.464315
0.304827,0.993465,0.057460
0.241942,0.978091,0.089034
0.226083,0.974378,0.108498
0.201141,0.956595,0.195088
0.189321,0.949648,0.156427
0.136648,0.903283,0.074298
0.129944,0.889320,0.086079
0.134678,0.900036,0.086890
0.129922,0.887319,0.100060
0.103018,0.792029,0.292429
0.071259,0.908013,0.226372
0.047418,0.880295,0.267888
0.040641,0.851324,0.299738
0.034065,0.804579,0.384054
0.025976,0.734243,0.466320
0.287360,0.987304,0.052879
0.247285,0.980119,0.130884
0.224726,0.970895,0.156300
0.208746,0.957221,0.226498
0.198143,0.944667,0.275877
0.114278,0.942319,0.147720
0.094739,0.872545,0.252804
0.082888,0.811165,0.316276
0.060339,0.657503,0.424565
0.040316,0.435933,0.518324
0.030987,0.753049,0.234332
0.022847,0.874013,0.163938
0.010866,0.962217,0.087035
0.010866,0.973216,0.095580
0.026032,0.906699,0.218289
1.000000,1.000000,0.000003
0.226554,0.991966,0.017525
0.148368,0.937619,0.131308
0.114269,0.854974,0.320677
0.068399,0.715091,0.534463
0.179773,0.971776,0.046117
0.137654,0.914921,0.166870
0.107563,0.820204,0.358255
0.091387,0.752300,0.440029
0.075360,0.705882,0.511449
1.000000,1.000000,0.000003
0.194542,0.981582,0.031224
0.158331,0.952038,0.123577
0.127110,0.886744,0.201451
0.107731,0.823065,0.290157
0.225781,0.984903,0.027804
0.088680,0.878719,0.219029
0.051328,0.746883,0.319951
0.043541,0.679906,0.362082
0.036885,0.582297,0.427324
0.267721,0.993390,0.020565
0.245164,0.989660,0.063114
0.232666,0.984477,0.120577
0.230633,0.983903,0.130617
0.226536,0.983600,0.144331
0.129422,0.862337,0.071006
0.125200,0.860116,0.080799
0.103748,0.842366,0.105165
0.075912,0.710413,0.156982
0.058476,0.594217,0.240268
0.128741,0.953986,0.144349
0.112531,0.939242,0.188950
0.109726,0.931764,0.203655
0.105300,0.925263,0.212807
0.064164,0.901492,0.231759
1.000000,1.000000,0.000003
0.127089,0.941851,0.120712
0.090235,0.877336,0.191523
0.054421,0.724699,0.292823
0.047650,0.597224,0.368062
0.259013,0.985053,0.022675
0.189933,0.961244,0.071641
0.162812,0.941898,0.107340
0.112937,0.865296,0.263601
0.079983,0.742762,0.457969
0.134154,0.916892,0.092793
0.129153,0.909507,0.101858
0.114111,0.865191,0.165043
0.072604,0.662314,0.495242
0.052014,0.614831,0.664473
0.071194,0.637052,0.147390
0.053758,0.486688,0.221738
0.046672,0.397500,0.268845
0.040174,0.291597,0.338649
0.033760,0.167926,0.448485
0.113270,0.811445,0.082970
0.056670,0.510445,0.211074
0.044560,0.363007,0.285210
0.036727,0.227858,0.396399
0.033474,0.161963,0.469950
0.433199,0.975619,0.112336
0.341057,0.880911,0.237836
0.300348,0.775727,0.292197
0.257397,0.594416,0.392815
0.234444,0.458709,0.468557
0.241835,0.988150,0.003051
0.154768,0.950174,0.020320
0.123747,0.913500,0.042791
0.101287,0.857439,0.075047
0.078588,0.750775,0.137128
0.071982,0.723727,0.304726
0.033341,0.548729,0.474472
0.036804,0.505003,0.533059
0.028930,0.372709,0.671913
0.024449,0.267058,0.757704
0.081169,0.983223,0.019335
0.048430,0.944041,0.046472
0.029457,0.834575,0.096930
0.023344,0.666035,0.172598
0.026672,0.478754,0.253481
0.160918,0.994866,0.008888
0.078215,0.977260,0.027752
0.047109,0.899451,0.083840
0.028128,0.523978,0.264028
0.027346,0.025867,0.944836
0.072329,0.979125,0.030569
0.130748,0.994309,0.011193
1.000000,1.000000,0.000003
0.031210,0.490702,0.200255
0.030740,0.292834,0.361336
0.048011,0.823801,0.052741
0.029978,0.792916,0.069418
0.029468,0.690164,0.151257
0.017095,0.653494,0.297381
0.039733,0.586942,0.489580
0.274944,0.985821,0.049681
0.250249,0.979920,0.077571
0.221053,0.964262,0.091015
0.202460,0.948203,0.122404
0.195682,0.939237,0.148776
0.137264,0.906787,0.060507
0.127009,0.882198,0.093166
0.130942,0.890868,0.069233
0.126142,0.884406,0.075881
0.100034,0.774438,0.283314
0.070796,0.721936,0.151987
0.042028,0.656009,0.206349
0.042545,0.642101,0.236523
0.039825,0.596111,0.267861
0.033626,0.447105,0.315050
0.293747,0.987225,0.071307
0.246937,0.973316,0.130180
0.227285,0.965447,0.187534
0.207958,0.947175,0.252877
0.198511,0.935695,0.272587
0.099144,0.906291,0.126483
0.073185,0.787710,0.207063
0.061820,0.691564,0.253738
0.047192,0.506831,0.357667
0.037509,0.335089,0.464959
0.034744,0.300593,0.332712
0.031576,0.514537,0.201568
0.029340,0.858811,0.077833
0.029340,0.930981,0.048756
0.031560,0.809710,0.113321
1.000000,1.000000,0.000003
0.152075,0.980255,0.028057
0.085473,0.843473,0.161662
0.068381,0.676643,0.353114
0.051534,0.490265,0.599157
0.106604,0.929700,0.071650
0.079324,0.788075,0.201692
0.064663,0.617449,0.389037
0.057677,0.532112,0.495001
0.052887,0.479600,0.571698
1.000000,1.000000,0.000003
0.125858,0.960010,0.051928
0.090384,0.869503,0.154633
0.083779,0.820754,0.241733
0.076894,0.759907,0.330367
0.131402,0.957991,0.093683
0.031302,0.685296,0.359135
0.023159,0.544206,0.519227
0.021280,0.488088,0.591471
0.020445,0.429875,0.635947
0.168000,0.969340,0.052052
0.162753,0.956889,0.131326
0.148267,0.932481,0.224736
0.143424,0.928402,0.246844
0.138073,0.930438,0.261736
0.051446,0.687580,0.144126
0.045146,0.638969,0.152550
0.040490,0.578298,0.203987
0.032110,0.461524,0.272756
0.028314,0.405404,0.331662
0.050702,0.906998,0.272830
0.047490,0.877642,0.399362
0.045661,0.863481,0.441375
0.045753,0.849883,0.469978
0.020124,0.786505,0.484244
1.000000,1.000000,0.000003
0.043278,0.757441,0.218582
0.030507,0.651701,0.343876
0.023046,0.485369,0.470364
0.021219,0.390487,0.533933
0.124132,0.944638,0.036920
0.083755,0.869895,0.106128
0.074948,0.827096,0.142248
0.061281,0.696303,0.328846
0.046909,0.539743,0.587853
0.081380,0.871131,0.064494
0.078494,0.859172,0.074320
0.070616,0.820087,0.105551
0.043234,0.619125,0.356816
0.033593,0.510829,0.541536
0.066397,0.759747,0.132407
0.048783,0.639350,0.175015
0.041741,0.560251,0.199296
0.034910,0.455765,0.246840
0.028558,0.320941,0.311373
0.109374,0.882254,0.076808
0.051393,0.652599,0.171083
0.039584,0.520950,0.213402
0.031672,0.384884,0.277194
0.028471,0.309400,0.324218
0.426830,0.975862,0.092690
0.334269,0.888214,0.164050
0.292661,0.793146,0.204349
0.250962,0.630718,0.258773
0.226874,0.510482,0.296101
0.119266,0.889489,0.082299
0.059597,0.714497,0.159926
0.047142,0.618487,0.196074
0.037806,0.515875,0.245029
0.030163,0.375316,0.344412
0.062141,0.760385,0.221048
0.049563,0.648970,0.310446
0.044388,0.572971,0.346261
0.033886,0.425048,0.391239
0.029935,0.317177,0.482583
0.024274,0.987407,0.016084
0.016566,0.960295,0.044408
0.016471,0.880119,0.118687
0.012343,0.710772,0.276375
0.024481,0.498508,0.443183
0.110283,0.997122,0.006287
